County,State,COUNTY_STATE,2019 County Designation,2018 County Designation,Specialty,2019 Distance (miles),2019 Time (minutes),2018 Distance (miles),2018 Time (minutes),Reason for Change,Time change,Distance change
St. Croix,VI,"St. Croix, VI",Metro,Rural,"Oncology - Medical, Surgical",30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,"Oncology - Medical, Surgical",30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Outpatient Infusion/Chemotherapy,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Outpatient Infusion/Chemotherapy,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Physical Therapy,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Physical Therapy,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Podiatry,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Podiatry,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Psychiatry,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Psychiatry,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Pulmonology,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Skilled Nursing Facilities,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Skilled Nursing Facilities,30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Surgical Services (Outpatient or ASC),30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Surgical Services (Outpatient or ASC),30,45,60,75,County Change,-30,-30
St. Croix,VI,"St. Croix, VI",Metro,Rural,Urology,30,45,60,75,County Change,-30,-30
St. John-Thomas,VI,"St. John-Thomas, VI",Metro,Rural,Urology,30,45,60,75,County Change,-30,-30
Iron,UT,"Iron, UT",Micro,Rural,Gastroenterology,45,60,75,90,County Change,-30,-30
Iron,UT,"Iron, UT",Micro,Rural,"Oncology - Medical, Surgical",45,60,75,90,County Change,-30,-30
Iron,UT,"Iron, UT",Micro,Rural,Urology,45,60,75,90,County Change,-30,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Allergy and Immunology,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Allergy and Immunology,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,ENT/Otolaryngology,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,ENT/Otolaryngology,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Mammography,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Mammography,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Nephrology,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Nephrology,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Occupational Therapy,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Occupational Therapy,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,"Physiatry, Rehabilitative Medicine (see Notes)",30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,"Physiatry, Rehabilitative Medicine (see Notes)",30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
Highlands,FL,"Highlands, FL",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
Putnam,FL,"Putnam, FL",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,ENT/Otolaryngology,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Mammography,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Nephrology,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Occupational Therapy,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,"Physiatry, Rehabilitative Medicine (see Notes)",30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
Hawaii,HI,"Hawaii, HI",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
Kauai,HI,"Kauai, HI",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,ENT/Otolaryngology,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Mammography,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Nephrology,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Occupational Therapy,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
St. Louis,MN,"St. Louis, MN",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Allergy and Immunology,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,ENT/Otolaryngology,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Mammography,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Nephrology,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Occupational Therapy,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,"Physiatry, Rehabilitative Medicine (see Notes)",30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
Cass,ND,"Cass, ND",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Acute Inpatient Hospitals,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Allergy and Immunology,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Chiropractor,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Diagnostic Radiology,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,ENT/Otolaryngology,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,"Gynecology, OB/GYN",30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Mammography,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Nephrology,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Occupational Therapy,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Outpatient Infusion/Chemotherapy,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,"Physiatry, Rehabilitative Medicine (see Notes)",30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Physical Therapy,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Skilled Nursing Facilities,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Speech Therapy,30,45,60,80,County Change,-35,-30
Calumet,WI,"Calumet, WI",Metro,Micro,Surgical Services (Outpatient or ASC),30,45,60,80,County Change,-35,-30
Honolulu,HI,"Honolulu, HI",Large Metro,Metro,Inpatient Psychiatric Facility Services,15,30,45,70,County Change,-40,-30
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Allergy and Immunology,75,90,110,125,County Change,-35,-35
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Chiropractor,75,90,110,125,County Change,-35,-35
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,ENT/Otolaryngology,75,90,110,125,County Change,-35,-35
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,"Gynecology, OB/GYN",75,90,110,125,County Change,-35,-35
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Nephrology,75,90,110,125,County Change,-35,-35
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,"Physiatry, Rehabilitative Medicine (see Notes)",75,90,110,125,County Change,-35,-35
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Allergy and Immunology,75,90,110,125,County Change,-35,-35
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Chiropractor,75,90,110,125,County Change,-35,-35
Hamilton,TX,"Hamilton, TX",Rural,CEAC,ENT/Otolaryngology,75,90,110,125,County Change,-35,-35
Hamilton,TX,"Hamilton, TX",Rural,CEAC,"Gynecology, OB/GYN",75,90,110,125,County Change,-35,-35
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Nephrology,75,90,110,125,County Change,-35,-35
Hamilton,TX,"Hamilton, TX",Rural,CEAC,"Physiatry, Rehabilitative Medicine (see Notes)",75,90,110,125,County Change,-35,-35
Adams,WA,"Adams, WA",Rural,CEAC,Allergy and Immunology,75,90,110,125,County Change,-35,-35
Adams,WA,"Adams, WA",Rural,CEAC,Chiropractor,75,90,110,125,County Change,-35,-35
Adams,WA,"Adams, WA",Rural,CEAC,ENT/Otolaryngology,75,90,110,125,County Change,-35,-35
Adams,WA,"Adams, WA",Rural,CEAC,"Gynecology, OB/GYN",75,90,110,125,County Change,-35,-35
Adams,WA,"Adams, WA",Rural,CEAC,Nephrology,75,90,110,125,County Change,-35,-35
Adams,WA,"Adams, WA",Rural,CEAC,"Physiatry, Rehabilitative Medicine (see Notes)",75,90,110,125,County Change,-35,-35
St. Louis,MN,"St. Louis, MN",Metro,Micro,Inpatient Psychiatric Facility Services,45,70,80,105,County Change,-35,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Cardiothoracic Surgery,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Cardiothoracic Surgery,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Endocrinology,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Endocrinology,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Infectious Diseases,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Infectious Diseases,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Neurosurgery,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Neurosurgery,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Plastic Surgery,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Plastic Surgery,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Rheumatology,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Rheumatology,40,60,75,100,County Change,-40,-35
Highlands,FL,"Highlands, FL",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
Putnam,FL,"Putnam, FL",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,Allergy and Immunology,30,45,65,85,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,ENT/Otolaryngology,30,45,65,85,County Change,-40,-35
Kauai,HI,"Kauai, HI",Metro,Micro,Infectious Diseases,40,60,75,100,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,Mammography,30,45,65,85,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,Nephrology,30,45,65,85,County Change,-40,-35
Kauai,HI,"Kauai, HI",Metro,Micro,Neurosurgery,40,60,75,100,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
Kauai,HI,"Kauai, HI",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,"Physiatry, Rehabilitative Medicine (see Notes)",30,45,65,85,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,Plastic Surgery,40,60,75,100,County Change,-40,-35
Hawaii,HI,"Hawaii, HI",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
Kauai,HI,"Kauai, HI",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
St. Louis,MN,"St. Louis, MN",Metro,Micro,Endocrinology,40,60,75,100,County Change,-40,-35
St. Louis,MN,"St. Louis, MN",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
St. Louis,MN,"St. Louis, MN",Metro,Micro,Rheumatology,40,60,75,100,County Change,-40,-35
St. Louis,MN,"St. Louis, MN",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Cardiothoracic Surgery,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Endocrinology,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Infectious Diseases,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Neurosurgery,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Plastic Surgery,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Rheumatology,40,60,75,100,County Change,-40,-35
Cass,ND,"Cass, ND",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Cardiothoracic Surgery,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Endocrinology,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Infectious Diseases,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Neurosurgery,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Oncology - Radiation/ Radiation Oncology,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Plastic Surgery,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Rheumatology,40,60,75,100,County Change,-40,-35
Calumet,WI,"Calumet, WI",Metro,Micro,Vascular Surgery,40,60,75,100,County Change,-40,-35
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Acute Inpatient Hospitals,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Cardiothoracic Surgery,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Dermatology,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Diagnostic Radiology,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Endocrinology,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Gastroenterology,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Infectious Diseases,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Mammography,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Neurology,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Neurosurgery,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Occupational Therapy,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,"Oncology - Medical, Surgical",60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Oncology - Radiation/ Radiation Oncology,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Outpatient Infusion/Chemotherapy,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Physical Therapy,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Plastic Surgery,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Podiatry,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Psychiatry,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Pulmonology,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Rheumatology,90,110,130,145,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Speech Therapy,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Surgical Services (Outpatient or ASC),60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Urology,60,75,100,110,County Change,-35,-40
Mahnomen,MN,"Mahnomen, MN",Rural,CEAC,Vascular Surgery,90,110,130,145,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Acute Inpatient Hospitals,60,75,100,110,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Cardiothoracic Surgery,90,110,130,145,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Dermatology,60,75,100,110,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Diagnostic Radiology,60,75,100,110,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Endocrinology,90,110,130,145,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Gastroenterology,60,75,100,110,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Infectious Diseases,90,110,130,145,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Mammography,60,75,100,110,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Neurology,60,75,100,110,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Neurosurgery,90,110,130,145,County Change,-35,-40
Hamilton,TX,"Hamilton, TX",Rural,CEAC,Occupational Therapy,60,75,100,110,County Change,-35,-40
